source_sheet,SCHOOL,POSITION,NAME,HEIGHT,WEIGHT,CLASS,BIRTHPLACE
SEC,MISSOURI,WR4,Kenric Lanier II,"6' 1""",200 lbs,JR,"Decatur, GA"
SEC,MISSOURI,TE1,Brett Norfleet,"6' 6""",260 lbs,SR,"O'Fallon, MO"
SEC,MISSOURI,TE2,Jordon Harris,"6' 4""",268 lbs,SR,"Pine Bluff, AR"
SEC,MISSOURI,K,Blake Craig,"5' 11""",205 lbs,JR,"Kansas City, MO"
SEC,OKLAHOMA,QB1,John Mateer,"6' 1""",218 lbs,SR,"Little Elm, TX"
SEC,OKLAHOMA,QB2,Whitt Newbauer,"6' 6""",239 lbs,SO,"Raleigh, NC"
SEC,OKLAHOMA,RB1,Xavier Robinson,"6' 0""",238 lbs,JR,"Yukon, OK"
SEC,OKLAHOMA,RB2,Tory Blaylock,"5' 11""",206 lbs,SO,"Humble, TX"
SEC,OKLAHOMA,RB3,Lloyd Avant,"5' 10""",212 lbs,JR,"Humble, TX"
SEC,OKLAHOMA,WRX,Trell Harris,"6' 0""",200 lbs,SR,"La Grange, IL"
SEC,OKLAHOMA,WRZ,Parker Livingstone,"6' 3""",202 lbs,SO,"Lucas, TX"
SEC,OKLAHOMA,WRF,Isaiah Sategna III,"5' 10""",185 lbs,SR,"Austin, TX"
SEC,OKLAHOMA,WR4,Jer'Michael Carter,"6' 2""",207 lbs,SR,"Kentwood, LA"
SEC,OKLAHOMA,TE1,Hayden Hansen,"6' 8""",268 lbs,SR,"Weatherford, TX"
SEC,OKLAHOMA,TE2,Rocky Beers,"6' 5""",235 lbs,SR,"Littleton, CO"
SEC,SOUTH CAROLINA,QB1,LaNorris Sellers,"6' 3""",240 lbs,JR,"Florence, SC"
SEC,SOUTH CAROLINA,QB2,Cutter Woods,"6' 3""",215 lbs,FR,"Anderson, SC"
SEC,SOUTH CAROLINA,RB1,Matt Fuller,"5' 11""",218 lbs,SO,"Jesup, GA"
SEC,SOUTH CAROLINA,RB2,Jawarn Howell,"6' 1""",225 lbs,JR,"Mooresville, NC"
SEC,SOUTH CAROLINA,RB3,Christian Clark,"5' 11""",210 lbs,SO,"Phoenix, AZ"
SEC,SOUTH CAROLINA,WRX,Nitro Tuggle,"6' 1""",195 lbs,JR,"Elkhart, IN"
SEC,SOUTH CAROLINA,WRZ,Nyck Harbor,"6' 5""",242 lbs,SR,"Washington, DC"
SEC,SOUTH CAROLINA,WRF,Jayden Sellers,"5' 11""",185 lbs,SO,"Florence, SC"
SEC,SOUTH CAROLINA,WR4,Jayden Gibson,"6' 5""",200 lbs,SR,"Apopka, FL"
SEC,SOUTH CAROLINA,TE1,Brady Hunt,"6' 5""",251 lbs,SR,"Muncie, IN"
SEC,SOUTH CAROLINA,TE2,Max Drag,"6' 4""",248 lbs,JR,"Chapin, SC"
SEC,SOUTH CAROLINA,K,Upton Bellenfant,"6' 0""",185 lbs,SR,"Murfreesboro, TN"
SEC,TENNESSEE,QB1,George MacIntyre,"6' 6""",201 lbs,SO,"Franklin, TN"
SEC,TENNESSEE,QB2,Faizon Brandon,"6' 4""",225 lbs,FR,"Greensboro, NC"
SEC,TENNESSEE,RB1,DeSean Bishop,"5' 10""",210 lbs,SR,"Knoxville, TN"
SEC,TENNESSEE,RB2,Daune Morris,"5' 10""",198 lbs,SO,"Chattanooga, TN"
SEC,TENNESSEE,RB3,Javin Gordon,"5' 10""",210 lbs,SO,"Toccoa, GA"
SEC,TENNESSEE,WRX,Mike Matthews,"6' 1""",200 lbs,JR,"Lilburn, GA"
SEC,TENNESSEE,WRZ,Radarious Jackson,"6' 2""",210 lbs,SO,"Memphis, TN"
SEC,TENNESSEE,WRF,Braylon Staley,"6' 0""",190 lbs,JR,"Aiken, SC"
SEC,TENNESSEE,WR4,TK Keys,"6' 2""",198 lbs,FR,"Hattiesburg, MS"
SEC,TENNESSEE,TE1,Ethan Davis,"6' 5""",247 lbs,SR,"Atlanta, GA"
SEC,TENNESSEE,TE2,DaSaahn Brame,"6' 4""",235 lbs,SO,"Derby, KS"
SEC,TENNESSEE,K,Cooper Ranvier,"6' 2""",200 lbs,JR,"Lexington, KY"
SEC,TEXAS,QB1,Arch Manning,"6'4""",226 lbs,JR,"New Orleans, LA"
SEC,TEXAS,QB2,Karle Lacey Jr.,"6'0""",186 lbs,SO,"Saraland, AL"
SEC,TEXAS,RB1,Hollywood Smothers,"5'11""",195 lbs,JR,"Charlotte, NC"
SEC,TEXAS,RB2,Raleek Brown,"5'9""",191 lbs,SR,"Stockton, CA"
SEC,TEXAS,RB3,James Simon,"5'11""",203 lbs,SO,"Shreveport, LA"
SEC,TEXAS,WRX,Cam Coleman,"6'3""",200 lbs,JR,"Phenix City, AL"
SEC,TEXAS,WRZ,Ryan Wingo,"6'2""",211 lbs,JR,"St. Louis, MO"
SEC,TEXAS,WRF,Emmett Mosley V,"6'2""",190 lbs,JR,"Chicago, IL"
SEC,TEXAS,WR4,Sterling Berkhalter,"6'3""",192 lbs,SR,"Cincinnati, OH"
SEC,TEXAS,TE1,Nick Townsend,"6'3""",246 lbs,SO,"Houston, TX"
SEC,TEXAS,TE2,Michael Masunas,"6'5""",257 lbs,SR,"Tucson, AZ"
SEC,TEXAS,K,Gianni Spetic,"6'3""",223 lbs,SR,"Chardon, OH"
SEC,TEXAS A&M,QB1,Marcel Reed,"6'1""",185 lbs,SR,"Nashville, TN"
SEC,TEXAS A&M,QB2,Brady Hart,"6'4""",195 lbs,SO,"Cocoa, FL"
SEC,TEXAS A&M,RB1,Rueben Owens II,"5'11""",215 lbs,SR,"El Campo, TX"
SEC,TEXAS A&M,RB2,Jamarion Morrow,"5'9""",205 lbs,SO,"Memphis, TN"
SEC,TEXAS A&M,RB3,KJ Edwards,"5'10""",187 lbs,FR,"Carthage, TX"
SEC,TEXAS A&M,WRX,Isaiah Horton,"6'4""",208 lbs,SR,"Nashville, TN"
SEC,TEXAS A&M,WRZ,Ashton Bethel-Roman,"6'0""",185 lbs,JR,"Missouri City, TX"
SEC,TEXAS A&M,WRF,Mario Craver,"5'9""",165 lbs,JR,"Birmingham, AL"
SEC,TEXAS A&M,WR4,Aaron Gregory,"6'2""",177 lbs,FR,"Augusta, GA"
SEC,TEXAS A&M,TE1,Houston Thomas,"6'5""",245 lbs,SR,"College Station, TX"
SEC,TEXAS A&M,TE2,Richie Anderson,"6'4""",255 lbs,SR,"Tualatin, OR"
SEC,TEXAS A&M,K,David Olano,"5'11""",180 lbs,SR,"Naperville, IL"
SEC,VANDERBILT,QB1,Jared Curtis,"6'3""",230 lbs,FR,"Nashville, TN"
SEC,VANDERBILT,QB2,Blaze Berlowitz,"6'3""",200 lbs,SR,"Cushing, OK"
SEC,VANDERBILT,RB1,Sedrick Alexander,"5'9""",207 lbs,SR,"Austin, TX"
SEC,VANDERBILT,RB2,Makhilyn Young,"5'10""",210 lbs,SR,"Midland, TX"
SEC,VANDERBILT,RB3,Evan Hampton,"6'0""",215 lbs,FR,"Owensboro, KY"
SEC,VANDERBILT,WRX,Ja'Cory Thomas,"6'3""",215 lbs,JR,"Walker, LA"
SEC,VANDERBILT,WRZ,Junior Sherrill,"5'11""",200 lbs,SR,"Nashville, TN"
SEC,VANDERBILT,WRF,Cole Adams,"5'10""",183 lbs,SR,"Owasso, OK"
SEC,VANDERBILT,WR4,Tristen Brown,"5'10""",185 lbs,JR,"Houston, TX"
SEC,VANDERBILT,TE1,Cole Spence,"6'7""",255 lbs,SR,"Roswell, GA"
SEC,VANDERBILT,TE2,Jayvontay Conner,"6'4""",235 lbs,JR,"Winston-Salem, NC"
SEC,VANDERBILT,K,Brock Taylor,"6'1""",165 lbs,SR,"Knoxville, TN"
Big 12,ARIZONA,QB1,Noah Fifita,"5'10""",190 lbs,SR,"Huntington Beach, CA"
Big 12,ARIZONA,QB2,Sawyer Anderson,"5'11""",181 lbs,FR,"Dallas, TX"
Big 12,ARIZONA,RB1,Kedrick Reescano,"6'0""",217 lbs,SR,"New Caney, TX"
Big 12,ARIZONA,RB2,Quincy Craig,"5'10""",189 lbs,SR,"Garden Grove, CA"
Big 12,ARIZONA,RB3,Antwan Roberts,"6'0""",204 lbs,SR,"Nashville, TN"
Big 12,ARIZONA,WRX,Tre Spivey,"6'4""",213 lbs,JR,"Chandler, AZ"
Big 12,ARIZONA,WRZ,Chris Hunter,"6'1""",195 lbs,SR,"New Orleans, LA"
Big 12,ARIZONA,WRF,Giovanni Richardson,"5'10""",173 lbs,SO,"Rockford, IL"
Big 12,ARIZONA,WR4,DJ Jordan,"6'0""",185 lbs,SO,"Watts, CA"
Big 12,ARIZONA,TE1,Cole Rusk,"6'5""",250 lbs,SR,"Rock Island, IL"
Big 12,ARIZONA,TE2,Tyler Powell,"6'7""",249 lbs,SR,"Phoenix, AZ"
Big 12,ARIZONA,K,Michael Salgado-Medina,"6'3""",213 lbs,JR,"Mission Viejo, CA"
Big 12,ARIZONA STATE,QB1,Cutter Boley,"6'5""",213 lbs,SO,"Hodgenville, KY"
Big 12,ARIZONA STATE,QB2,Mikey Keene,"5'11""",200 lbs,SR,"Chandler, AZ"
Big 12,ARIZONA STATE,RB1,Kyson Brown,"6'1""",205 lbs,JR,"Lancaster, TX"
Big 12,ARIZONA STATE,RB2,Demarius Robinson,"5'9""",180 lbs,FR,"Oklahoma City, OK"
Big 12,ARIZONA STATE,RB3,Jason Brown Jr.,"5'9""",185 lbs,SO,"Seattle, WA"
Big 12,ARIZONA STATE,WRX,Reed Harris,"6'5""",217 lbs,JR,"Great Falls, MT"
Big 12,ARIZONA STATE,WRZ,Omarion Miller,"6'2""",210 lbs,SR,"Vivian, LA"
Big 12,ARIZONA STATE,WRF,Raiden Vines-Bright,"6'1""",200 lbs,SO,"Tempe, AZ"
Big 12,ARIZONA STATE,WR4,Jalen Moss,"6'1""",185 lbs,SR,"Menlo Park, CA"
Big 12,ARIZONA STATE,TE1,Khamari Anderson,"6'5""",255 lbs,SR,"Detroit, MI"
Big 12,ARIZONA STATE,TE2,AJ Ia,"6'6""",260 lbs,SO,"Santa Ana, CA"
Big 12,ARIZONA STATE,K,Carson Smith,"5'11""",176 lbs,SR,"Belmont, NC"
Big 12,BAYLOR,QB1,DJ Lagway,"6' 3""",239 lbs,JR,"Willis, TX"
Big 12,BAYLOR,QB2,Nate Bennett,"6' 1""",189 lbs,SO,"Westlake Village, CA"
Big 12,BAYLOR,RB1,Dawson Pendergrass,"6' 2""",225 lbs,JR,"Alba, TX"
Big 12,BAYLOR,RB2,Caden Knighten,"5' 11""",209 lbs,SO,"Wynnewood, OK"
Big 12,BAYLOR,RB3,Michael Turner,"6' 0""",218 lbs,SO,"North Richland Hills, TX"
Big 12,BAYLOR,WRX,Louis Brown IV,"6' 2""",203 lbs,SR,"South Los Angeles, CA"
Big 12,BAYLOR,WRZ,Dre'lon Miller,"6' 1""",211 lbs,JR,"Silsbee, TX"
Big 12,BAYLOR,WRF,Gavin Freeman,"5' 9""",189 lbs,SR,"Oklahoma City, OK"
Big 12,BAYLOR,WR4,Jadon Porter,"6' 1""",190 lbs,JR,"Lorena, TX"
Big 12,BAYLOR,TE1,Tony Livingston,"6' 6""",258 lbs,SR,"Tampa, FL"
Big 12,BAYLOR,TE2,Matthew Klopfenstein,"6' 4""",247 lbs,SR,"Scottsdale, AZ"
Big 12,BAYLOR,K,Rhett Armstrong,"6' 5""",209 lbs,SO,"Monument, CO"
Big 12,BYU,QB1,Bear Bachmeier,"6' 2""",230 lbs,SO,"Murrieta, CA"
Big 12,BYU,QB2,Treyson Bourguet,"6' 2""",205 lbs,SR,"Tucson, AZ"
Big 12,BYU,RB1,LJ Martin,"6' 2""",225 lbs,SR,"El Paso, TX"
Big 12,BYU,RB2,Sione Moa,"5' 10""",220 lbs,SO,"Victorville, CA"
Big 12,BYU,RB3,Jovesa Damuni,"6' 0""",195 lbs,SO,"Providence, UT"
Big 12,BYU,WRX,Kyler Kasper,"6' 6""",212 lbs,JR,"Chandler, AZ"
Big 12,BYU,WRZ,Jojo Phillips,"6' 5""",205 lbs,JR,"Lancaster, CA"
Big 12,BYU,WRF,Cody Hagen,"6' 1""",185 lbs,JR,"Draper, UT"
Big 12,BYU,WR4,Tiger Bachmeier,"6' 1""",190 lbs,SR,"Murrieta, CA"
Big 12,BYU,TE1,Walker Lyons,"6' 4""",245 lbs,JR,"Folsom, CA"
Big 12,BYU,TE2,Roger Saleapaga II,"6' 4""",235 lbs,JR,"Orem, UT"
Big 12,BYU,K,Matthias Dunn,"6' 0""",200 lbs,SR,"Heber City, UT"
Big 12,UCF,QB1,Alonza Barnett III,"5'11""",210 lbs,SR,"Whitsett, NC"
Big 12,UCF,QB2,Keyone Jenkins,"6'0""",200 lbs,SR,"Opa-Locka, FL"
Big 12,UCF,RB1,Landen Chambers,"5'11""",215 lbs,JR,"Fort Worth, TX"
Big 12,UCF,RB2,Duke Watson,"5'11""",185 lbs,JR,"Forsyth, GA"
Big 12,UCF,RB3,Taevion Swint,"5'10""",185 lbs,SO,"Kissimmee, FL"
Big 12,UCF,WRX,Jonathan Bibbs,"6' 2""",175 lbs,SO,"Birmingham, AL"
Big 12,UCF,WRZ,Waden Charles,"6'2""",195 lbs,SO,"Boynton Beach, FL"
Big 12,UCF,WRF,Duane Thomas Jr.,"5'8""",175 lbs,SR,"Miami Gardens, FL"
Big 12,UCF,WR4,Josh Derry,"5'9""",182 lbs,SR,"Baltimore, MD"
Big 12,UCF,TE1,Dylan Wade,"6'2""",240 lbs,SR,"Orlando, FL"
Big 12,UCF,TE2,Grayson Brousseau,"6'5""",245 lbs,SO,"Lehi, UT"
Big 12,UCF,K,Will Stone,"6'2""",195 lbs,SR,"Austin, TX"
Big 12,CINCINNATI,QB1,JC French IV,"6' 1""",205 lbs,SR,"Roswell, GA"
Big 12,CINCINNATI,QB2,Liam O'Brien,"6' 0""",205 lbs,SR,"Boulder, CO"
Big 12,CINCINNATI,RB1,Zion Johnson,"5' 8""",185 lbs,FR,"Covington, GA"
Big 12,CINCINNATI,RB2,Zylan Perry,"5' 11""",212 lbs,SR,"Franklin, LA"
Big 12,CINCINNATI,RB3,Gi'Bran Payne,"5' 10""",210 lbs,SR,"Cincinnati, OH"
Big 12,CINCINNATI,WRX,JV Gibson,"6' 2""",208 lbs,SR,"Opelousas, LA"
Big 12,CINCINNATI,WRZ,Malachi Henry,"6' 0""",205 lbs,JR,"Van Buren, AR"
Big 12,CINCINNATI,WRF,Isaiah Johnson,"5' 10""",184 lbs,JR,"Fort Walton Beach, FL"
Big 12,CINCINNATI,WR4,Cade Wolford,"5' 10""",195 lbs,SO,"Jackson, OH"
Big 12,CINCINNATI,TE1,Gavin Grover,"6' 6""",255 lbs,JR,"Lewis Center, OH"
Big 12,CINCINNATI,TE2,Devyn Zahursky,"6'4""",250 lbs,SO,"Berea, OH"
Big 12,CINCINNATI,K,Stephen Rusnak,"6' 0""",195 lbs,SR,"Clarkston, MI"
Big 12,COLORADO,QB1,Julian Lewis,"6'1""",190 lbs,FR,"Carrollton, GA"
Big 12,COLORADO,QB2,Isaac Wilson,"6'0""",210 lbs,SO,"Draper, UT"
Big 12,COLORADO,RB1,Richard Young,"5'11""",210 lbs,JR,"Lehigh Acres, FL"
Big 12,COLORADO,RB2,Micah Welch,"5'9""",215 lbs,JR,"Milledgeville, GA"
Big 12,COLORADO,RB3,DeKalon Taylor,"5'9""",165 lbs,SR,"Longview, TX"
Big 12,COLORADO,WRX,DeAndre Moore Jr.,"6'0""",190 lbs,SR,"Bellflower, CA"
Big 12,COLORADO,WRZ,Joseph Williams,"6'2""",200 lbs,JR,"Arlington, TX"
Big 12,COLORADO,WRF,Danny Scudero,"5'9""",175 lbs,SR,"San Jose, CA"
Big 12,COLORADO,WR4,Ernest Campbell,"5'9""",145 lbs,SO,"Refugio, TX"
Big 12,COLORADO,TE1,Zach Atkins,"6'4""",240 lbs,SR,"Olathe, KS"
Big 12,COLORADO,TE2,Fisher Clements,"6'7""",265 lbs,SR,"Hattiesburg, MS"
Big 12,COLORADO,K,Josh McCormick,"6'0""",220 lbs,SR,"Austin, TX"
Big 12,HOUSTON,QB1,Conner Weigman,"6'3""",210 lbs,SR,"Cypress, TX"
Big 12,HOUSTON,QB2,Keisean Henderson,"6'5""",195 lbs,FR,"Houston, TX"
Big 12,HOUSTON,RB1,Makhi Hughes,"6'0""",210 lbs,SR,"Birmingham, AL"
Big 12,HOUSTON,RB2,Re'Shaun Sanford II,"5'9""",190 lbs,SO,"Harker Heights, TX"
Big 12,HOUSTON,RB3,DJ Butler,"6'0""",190 lbs,JR,"Mobile, AL"
Big 12,HOUSTON,WRX,Koby Young,"6'0""",180 lbs,SO,"New Orleans, LA"
Big 12,HOUSTON,WRZ,Trent Walker,"6'2""",195 lbs,SR,"Portland, OR"
Big 12,HOUSTON,WRF,Amare Thomas,"6'0""",205 lbs,SR,"Birmingham, AL"
Big 12,HOUSTON,WR4,Jonathan Bibbs,"6' 2""",175 lbs,SO,"Birmingham, AL"
Big 12,HOUSTON,TE1,Patrick Overmyer,"6'5""",230 lbs,JR,"Kingwood, TX"
Big 12,HOUSTON,TE2,Traville Frederick Jr.,"6'3""",240 lbs,JR,"Jeanerette, LA"
Big 12,HOUSTON,K,Evan Noel,"6'1""",165 lbs,FR,"Bay St. Louis, MS"
Big 12,IOWA STATE,QB1,Jaylen Raynor,"6'1""",208 lbs,SR,"Winston-Salem, NC"
Big 12,IOWA STATE,QB2,Zane Flores,"6'3""",215 lbs,SO,"Gretna, NE"
Big 12,IOWA STATE,RB1,Cameron Pettaway,"5'10""",190 lbs,SO,"Farmington Hills, MI"
Big 12,IOWA STATE,RB2,Aiden Flora,"6'0""",195 lbs,SO,"Adel, IA"
Big 12,IOWA STATE,RB3,Jayden Jackson,"5'11""",190 lbs,SO,"Franklin, TX"
Big 12,IOWA STATE,WRX,Cody Jackson,"6'0""",190 lbs,SR,"Richmond, TX"
Big 12,IOWA STATE,WRZ,Carter Pabst,"6'1""",200 lbs,SO,"Wichita, KS"
Big 12,IOWA STATE,WRF,Omari Hayes,"5'9""",175 lbs,SR,"Sarasota, FL"
Big 12,IOWA STATE,WR4,Evan Boyd,"6'3""",212 lbs,JR,"East Lansing, MI"
Big 12,IOWA STATE,TE1,Tyler Fortenberry,"6'5""",245 lbs,SR,"Brookhaven, MS"
Big 12,IOWA STATE,TE2,Christian Greenlaw,"6'5""",245 lbs,JR,"Newport News, VA"
Big 12,IOWA STATE,K,Kyle Konrardy,"6'1""",204 lbs,JR,"Dubuque, IA"
Big 12,KANSAS,QB1,Isaiah Marshall,"6'0""",215 lbs,SO,"Southfield, MI"
Big 12,KANSAS,QB2,Cole Ballard,"6'2""",218 lbs,JR,"Westfield, IN"
Big 12,KANSAS,RB1,Dylan Edwards,"5'9""",175 lbs,JR,"Derby, KS"
Big 12,KANSAS,RB2,Yasin Willis,"6'1""",225 lbs,JR,"Newark, NJ"
Big 12,KANSAS,RB3,Jalen Dupree,"6'0""",210 lbs,SO,"Benton, AR"
Big 12,KANSAS,WRX,Nik McMillan,"6'1""",193 lbs,SR,"Buffalo, NY"
Big 12,KANSAS,WRZ,Nahzae Cox,"6'3""",208 lbs,SR,"Fresno, CA"
Big 12,KANSAS,WRF,Cam Pickett,"6'0""",200 lbs,SR,"Chicago, IL"
Big 12,KANSAS,WR4,Jaden Nickens,"6'3""",190 lbs,FR,"Simi Valley, CA"
Big 12,KANSAS,TE1,Carson Bruhn,"6'6""",259 lbs,SO,"Sioux Center, IA"
Big 12,KANSAS,TE2,Leyton Cure,"6'3""",249 lbs,SR,"Goodland, KS"
Big 12,KANSAS,K,Martin Connington,"6'0""",198 lbs,SO,"Meridian, ID"
Big 12,KANSAS STATE,QB1,Avery Johnson,"6'3""",200 lbs,SR,"Wichita, KS"
Big 12,KANSAS STATE,QB2,Jacob Knuth,"6'4""",225 lbs,SR,"Sioux Falls, SD"
Big 12,KANSAS STATE,RB1,Joe Jackson,"6'0""",212 lbs,JR,"Haines City, FL"
Big 12,KANSAS STATE,RB2,Rodney Fields Jr.,"5'9""",193 lbs,SO,"Wright City, OK"
Big 12,KANSAS STATE,RB3,Jay Harris,"6'1""",225 lbs,SR,"St. Louis, MO"
Big 12,KANSAS STATE,WRX,Jaron Tibbs,"6'3""",212 lbs,SR,"Indianapolis, IN"
Big 12,KANSAS STATE,WRZ,Josh Manning,"6'3""",217 lbs,SR,"Lee's Summit, MO"
Big 12,KANSAS STATE,WRF,Izaiah Williams,"6'0""",195 lbs,SO,"Tampa, FL"
Big 12,KANSAS STATE,WR4,Adonis Moise,"5'11""",194 lbs,SO,"Bradenton, FL"
Big 12,KANSAS STATE,TE1,Garrett Oakley,"6'5""",249 lbs,SR,"Columbus, NE"
Big 12,KANSAS STATE,TE2,Linkon Cure,"6'5""",242 lbs,SO,"Goodland, KS"
Big 12,KANSAS STATE,K,Luis Rodriguez,"6'1""",210 lbs,JR,"Sylmar, CA"
Big 12,OKLAHOMA STATE,QB1,Drew Mestemaker,"6'3""",215 lbs,SO,"Austin, TX"
Big 12,OKLAHOMA STATE,QB2,Grant Jordan,"6'2""",217 lbs,SR,"New Orleans, LA"
Big 12,OKLAHOMA STATE,RB1,Caleb Hawkins,"6'0""",219 lbs,SO,"Shawnee, OK"
Big 12,OKLAHOMA STATE,RB2,Ayo Adeyi,"5'7""",194 lbs,SR,"Mansfield, TX"
Big 12,OKLAHOMA STATE,RB3,Tre Page III,"5'8""",184 lbs,SO,"Atlanta, GA"
Big 12,OKLAHOMA STATE,WRX,Justin Bowick,"6'5""",209 lbs,SR,"Atlanta, GA"
Big 12,OKLAHOMA STATE,WRZ,Wyatt Young,"6'0""",199 lbs,JR,"Katy, TX"
Big 12,OKLAHOMA STATE,WRF,Chris Barnes,"5'7""",169 lbs,SO,"Houston, TX"
Big 12,OKLAHOMA STATE,WR4,Miles Coleman,"5'6""",158 lbs,JR,"Austin, TX"
Big 12,OKLAHOMA STATE,TE1,Donovan Green,"6'3""",238 lbs,SR,"Houston, TX"
Big 12,OKLAHOMA STATE,TE2,Oscar Hammond,"6'3""",243 lbs,SR,"Collinsville, OK"
Big 12,OKLAHOMA STATE,K,Sam Keltner,"5'10""",185 lbs,SO,"Keller, TX"
Big 12,TCU,QB1,Jaden Craig,"6'3""",230 lbs,SR,"Montclair, NJ"
Big 12,TCU,QB2,Adam Schobel,"6'5""",210 lbs,FR,"Columbus, TX"
Big 12,TCU,RB1,Jeremy Payne,"5'10""",180 lbs,JR,"Missouri City, TX"
Big 12,TCU,RB2,Landon Walker,"6'2""",225 lbs,SR,"Fort Worth, TX"
Big 12,TCU,RB3,Jon Denman,"5'10""",210 lbs,SO,"Palestine, TX"
Big 12,TCU,WRX,Jordan Dwyer,"6'0""",190 lbs,SR,"Puyallup, WA"
Big 12,TCU,WRZ,Jeremy Scott,"6'3""",210 lbs,SO,"Jackson, MS"
Big 12,TCU,WRF,Ed Small,"6'0""",210 lbs,SO,"Austin, TX"
Big 12,TCU,WR4,Major Everhart,"5'11""",180 lbs,SR,"Amarillo, TX"
Big 12,TCU,TE1,Lafayette Kaiuway,"6'6""",260 lbs,JR,"Arlington, TX"
Big 12,TCU,TE2,Ka'Morreun Pimpton,"6'6""",250 lbs,JR,"Fort Worth, TX"
Big 12,TCU,K,Kyle Lemmermann,"6'2""",195 lbs,SO,"Southlake, TX"
Big 12,TEXAS TECH,QB1,Will Hammond,"6' 2""",210 lbs,SO,"Austin, TX"
Big 12,TEXAS TECH,QB2,Lloyd Jones III,"6' 4""",215 lbs,FR,"Hitchcock, TX"
Big 12,TEXAS TECH,RB1,Cameron Dickey,"5' 10""",215 lbs,JR,"Austin, TX"
Big 12,TEXAS TECH,RB2,J'koby Williams,"5' 10""",185 lbs,JR,"Beckville, TX"
Big 12,TEXAS TECH,RB3,Quinten Joyner,"5' 11""",220 lbs,JR,"Austin, TX"
Big 12,TEXAS TECH,WRX,Micah Hudson,"6' 0""",200 lbs,JR,"Temple, TX"
Big 12,TEXAS TECH,WRZ,Kenny Johnson,"6' 1""",200 lbs,SR,"York, PA"
Big 12,TEXAS TECH,WRF,Coy Eakin,"6' 2""",210 lbs,SR,"Stephenville, TX"
Big 12,TEXAS TECH,WR4,Donte Lee Jr.,"6' 3""",190 lbs,SR,"Baltimore, MD"
Big 12,TEXAS TECH,TE1,Terrance Carter Jr.,"6' 2""",245 lbs,SR,"Killeen, TX"
Big 12,TEXAS TECH,TE2,Jett Carpenter,"6' 3""",250 lbs,SR,"Medford, OR"
Big 12,TEXAS TECH,K,Stone Harrington,"6' 3""",200 lbs,SR,"Colleyville, TX"
Big 12,UTAH,QB1,Devon Dampier,"5' 11""",210 lbs,SR,"Phoenix, AZ"
Big 12,UTAH,QB2,Byrd Ficklin,"6' 1""",200 lbs,SO,"Muskogee, OK"
Big 12,UTAH,RB1,Wayshawn Parker,"5' 10""",205 lbs,JR,"Richmond, CA"
Big 12,UTAH,RB2,Steve Chavez-Soto,"6' 0""",205 lbs,SO,"Chino, CA"
Big 12,UTAH,RB3,Daniel Bray,"5' 10""",180 lbs,SO,"Fort Worth, TX"
Big 12,UTAH,WRX,Larry Simmons,"6' 1""",190 lbs,SR,"Moss Point, MS"
Big 12,UTAH,WRZ,Braden Pegan,"6' 3""",210 lbs,JR,"San Juan Capistrano, CA"
Big 12,UTAH,WRF,Creed Whittemore,"5' 11""",182 lbs,JR,"Gainesville, FL"
Big 12,UTAH,WR4,Tobias Merriweather,"6' 5""",200 lbs,SR,"West Camas, WA"
Big 12,UTAH,TE1,Hunter Andrews,"6' 3""",230 lbs,SO,"Magnolia, TX"
Big 12,UTAH,TE2,Noah Bennee,"6' 4""",240 lbs,SR,"Holladay, UT"
Big 12,UTAH,K,Dillon Curtis,"6' 2""",190 lbs,SO,"Murray, UT"
Big 12,WEST VIRGINIA,QB1,Michael Hawkins Jr.,"6' 1""",203 lbs,SO,"Dallas, TX"
Big 12,WEST VIRGINIA,QB2,Scotty Fox Jr.,"6' 2""",213 lbs,SO,"Mentor, OH"
Big 12,WEST VIRGINIA,RB1,Cam Cook,"5' 9""",202 lbs,SR,"Round Rock, TX"
Big 12,WEST VIRGINIA,RB2,Amari Latimer,"5' 10""",231 lbs,FR,"Fairburn, GA"
Big 12,WEST VIRGINIA,RB3,Chris Talley,"5' 11""",188 lbs,FR,"Memphis, TN"
Big 12,WEST VIRGINIA,WRX,Prince Strachan,"6' 5""",211 lbs,JR,"Freeport, Grand Bahama"
Big 12,WEST VIRGINIA,WRZ,Jaden Bray,"6' 2""",209 lbs,SR,"Norman, OK"
Big 12,WEST VIRGINIA,WRF,DJ Epps,"5' 11""",186 lbs,SR,"Phenix City, AL"
Big 12,WEST VIRGINIA,WR4,John Neider,"6' 2""",201 lbs,JR,"Milford, CT"
Big 12,WEST VIRGINIA,TE1,Ryan Ward,"6' 4""",240 lbs,JR,"Rutherford, NJ"
Big 12,WEST VIRGINIA,TE2,Cameron Ball,"6' 7""",240 lbs,SR,"Glenn Dale, MD"
Big 12,WEST VIRGINIA,K,Jack Cassidy,"6' 6""",230 lbs,SR,"Derry, Ireland"
Notre Dame,NOTRE DAME,QB1,CJ Carr,"6' 3""",210 lbs,FR,"Saline, MI"
Notre Dame,NOTRE DAME,QB2,Blake Hebert,"6' 3""",225 lbs,FR,"Boxford, MA"
Notre Dame,NOTRE DAME,RB1,Aneyas Williams,"5' 10""",200 lbs,SO,"Hannibal, MO"
Notre Dame,NOTRE DAME,RB2,Nolan James Jr.,"5' 10""",214 lbs,FR,"Westwood, NJ"
Notre Dame,NOTRE DAME,RB3,Kedren Young,"5' 11""",242 lbs,FR,"Lufkin, TX"
